gene	sample_1	sample_2	sample_3
RP1-170O19.14	0.0013362646	0.1900507	5.15569e-05
AC005104.3	1.620555	1.8880255	3.0803245
CLUH	41.51063	25.95876	35.89243
HMCES	15.874655	13.63219	16.37484
KRT7	1.571797	14.71083	0.88288595
FOS	2.7046155	1.449765	2.522759
MTND4P27	0.000234073	0.0001519515	6.008445e-05
RP11-597K23.1	4.6641415	2.9317685	1.9622275
MINOS1-NBL1	0.50395425	0.75976045	0.62805765
RP11-398B16.2	1.0456325e-05	6.76997e-05	0.00127135015
ARPP21-AS1	0.0020525795	0.00054023805	0.0014893150215
KIAA0753	7.0882885	5.174603	3.4405015
RP11-122M14.3	13.67807	21.600415	13.02463
RP11-122M14.1	0.32812865	0.3182708	0.4166557
SAFB2	21.804665	17.065225	24.62057
LENG8-AS1	1.425623	2.1495405	2.577815
RP5-887A10.1	0.14602865	0.24163455	0.19184745
AL162311.1	52.667495	47.702365	41.587275
RP11-134K13.2	31.2283	24.991285	22.27444
RP3-462D8.2	1.1405123	0.23376565	0.45744455
AC024592.9	0.079651484	0.09317299	0.3605412
BAK1P1	5.2552195	5.4797265	8.600399
SGK223	2.543306	2.4037065	2.0739565
BAK1P2	0.0003805915	0.00101908735	0.000971469
SEC14L3	0.018573871	0.0078302775	0.027901755
SEC14L2	36.49385	36.222535	24.203655
SEC14L1	25.10723	43.08904	59.943995
SEC14L6	0.4194532	0.38519575	0.27033515
SEC14L5	0.18275422	0.035173465	0.04473824
SEC14L4	0.092536235	0.047455935	0.1148982
AC003682.16	0.0083302315	0.072539143	0.051502511
UPF1	18.578535	15.169125	17.75609
UPF2	5.999055	3.472491	5.1807095
SNED1	1.405226	1.8677765	2.304076
IL1A	0.013196002	0.53266175	0.43119705
IL1B	0.036256995	0.287703105	0.0432722
RP11-384J4.1	0.0014184495	3.2764955e-05	0.000373847
RP11-384J4.2	0.078523385	0.3469727835	0.049078585
ZNF33BP1	2.389965e-05	0.0115166129	0.03641066
XXbac-B444P24.13	0.8734459	0.22996105	0.3422744
FKBP1AP2	0.003332792	0.02214651	0.0048204995
KRT6B	0.58506335	0.34888215	0.18648015
KRT6C	0.45277535	0.2541535	0.13238595
KRT6A	0.2543005	0.26190375	0.2114409
RP11-696N14.3	0.002674778	0.0023551865	0.001781673
RP11-653J6.1	0.0019357735	0.049370373	3.139245e-05
RP11-696N14.1	1.248571	0.5086021	0.2008323
RP11-216N14.1	0.0304541675	0.100658532	0.046723435
RP11-31H15.2	0.0082754106	4.196386e-07	0.000583042
COMP	0.168343275	0.3690373	0.846209
AC099326.1	8.85268	10.012287	30.565355
COMT	3.7709745	7.4370185	5.028149
RP11-203E8.1	0.048773043	0.045093796	0.000586657
C2orf53	0.000477057	8.6846205e-05	0.00021696815
C2orf50	0.12105419	0.10110965	0.1896508
RP11-316P17.2	7.33298e-05	0.000407808	0.0014621547475
DSCR8	0.013910223	0.05277548	0.13354825
IL18	0.141407275	0.7965047	0.1887447
IL19	0.0045086415	0.0036168725	0.003122174
CTD-2647L4.4	1.2996365	2.245753	6.169231
IL10	0.5138788	0.2742419	0.38777425
AC004837.3	0.1790962	0.26809115	0.19231595
IL13	0.023190293	0.002921046	0.00399582925
MIR5697	8.3169035	12.14479	7.360079
IL15	1.2267495	1.60934515	1.3452505
AC004837.4	0.1295332	0.1316018	0.096123655
AC004837.5	0.0007439315	0.2226497	0.6102041
ASNSP5	9.5102415	8.8492795	11.067075
ASNSP4	3.0044585	2.6959475	1.9739935
ASNSP3	0.0004082734	0.042327851665	0.035034635
ASNSP1	0.376669	0.42429475	0.34947065
CDY5P	0.00045681855	0.00044574345	0.0001181388
RP11-618I10.3	0.00011081438	0.0028789175	2.8592975e-05
EFHD2	4.3673705	3.696364	5.1479865
EFHD1	5.683436	4.2679555	2.3561025
PINX1	8.381346	24.815105	26.022385
AEBP1	32.87568	34.37866	37.554255
DSCR3	10.8782	14.48903	20.664685
AEBP2	6.540286	5.689987	8.114009
LTA4H	44.876035	55.591315	57.62972
AC006116.20	0.2654374	0.3062268	0.21896395
AC083811.1	0.106172897	0.0287071485	0.09614227775
TEX10	10.832075	8.6277025	9.2896755
RP11-213G21.1	0.039223568	0.001486447	0.022504336
RP11-521J24.1	0.062173157365	0.103123245	0.021071856685
RP11-769O8.1	0.16028425	0.15597919	0.5286891
RP11-769O8.2	0.0580590105	0.052596128	0.07544801
RP11-769O8.3	0.11135928	0.19976545	0.19140005
RP4-756G23.5	0.07443771	0.4420931	0.1854216
CTC-329H14.1	3.8912335	5.151957	5.679392
AC004609.1	0.000424274	0.0008601757855	7.242025e-06
RP11-347C12.10	1.912743	0.83487815	1.158458
RP11-806H10.4	3.608132	2.3408765	1.8642345
ABHD12B	0.71202005	0.81838765	1.4902155
AL365214.1	9.0478845	8.6844825	9.927175
RP11-101E14.2	0.45438635	0.047776982675	3.856385e-05
RP5-884C9.3	0.000313333	0.0164025505	0.004162853
RP5-884C9.2	0.13976579	0.182148825	0.90102425
RP11-473M20.7	6.6025385	12.42294	9.156319
RP11-473M20.5	0.037415895	0.071347875	0.05591511
IGHVIII-67-3	0.030632895	0.07068559	0.016626095
XX-C2158C6.1	0.003743699	0.133117273	0.249470777
XX-C2158C6.3	0.0004781937305	3.648079e-05	0.002071793745
XX-C2158C6.2	9.890334	15.40855	17.57777
ZDHHC20	57.079295	46.678765	49.288605
ZDHHC21	1.787618	2.156381	1.903256
ZDHHC22	0.32192155	0.71134385	0.6306597
ZDHHC23	3.432495	0.7818808	0.5066262
ZDHHC24	1.103547	2.002864	1.8952275
RP11-883A18.3	0.20424335	0.23706915	0.2104278
RP11-684B20.1	2.6459223e-05	0.0008584723776	1.4959964e-06
BPY2B	0.00517455625	0.0012504665	0.0042564935
BPY2C	0.0002424185	0.002228667	0.0014024775
MED15P7	0.00016172895	0.0002489435	4.344296e-06
MED15P6	0.121046335	0.26840525	0.397363
MED15P5	6.53981e-05	8.001922e-06	7.97117325e-05
MED15P4	0.012120729	0.42548495	0.81755645
MED15P3	0.0025205365	0.0006836195	0.0012905005
MED15P1	0.18004055	0.22373955	0.7221836
RP11-182J23.1	0.15846925	0.085942385	0.3049026
RP11-245A18.1	0.006307637	0.00042618666	4.930717e-05
RP3-508I15.9	2.8145195	2.7453925	2.7309955
MED15P9	1.10603315	1.167867	1.3643965
MED15P8	0.128706965	0.5419405	1.05093525
ISL1	25.880455	2.6436645	5.5702625
ISL2	0.12534305	0.2874866	0.36942755
THAP9-AS1	20.38632	21.09488	36.573095
AC006116.24	0.1989069	0.3388577	0.4531202
MROH9	0.0044209005	0.0035223305	0.0027334405
MROH8	2.031166	0.9291198	0.7056776
KIFAP3	15.863225	15.101945	19.879235
MROH5	0.0024014425	0.019126225	0.016896865
MS4A7	0.3651914	0.2090524	0.28144915
MROH7	0.77418615	1.8535505	1.7573525
RPS2P4	197.2701	231.4104	188.5965
MROH1	2.5845995	4.3054	4.5007025
RPS2P2	117.5549	125.124	102.939775
RPS2P1	51.25641	72.728955	57.49988
MS4A1	0.02894495	0.04312443	0.02303342
ZNF141	9.29859	7.7761365	11.191315
ZNF140	6.739421	6.339477	5.4102675
ZNF143	19.570905	14.171355	21.154835
ZNF142	2.2964185	1.642291	1.6926065
DNTT	4.25604e-05	0.000128704905	3.4957e-05
ZNF146	27.67123	17.953355	25.77296
ZNF148	5.4322005	5.5259615	4.988788
DSC2	11.58695	15.0575	14.91527
DDX31	3.842295	3.166167	3.1035915
DSC1	0.04385418	0.04020672	0.050842695
RP11-369K17.1	8.273185e-05	0.000138341344	0.0403196
RP11-369K17.2	1.7345935e-05	1.933902e-06	0.0012497925
RP11-96C23.12	0.36540815	0.1770890825	0.3012544
RP11-96C23.10	1.6439233	0.12842949	0.88583355
RP11-96C23.11	3.7605905	3.7320775	4.5132185
MAGOH	38.49986	29.2726	27.31151
RP11-96C23.14	0.5348164	0.51679035	0.71764535
RP11-96C23.15	0.2150939	0.33907705	0.58399655
C20orf26	0.33243855	0.21681995	0.13240295
C20orf27	10.3604885	8.775247	5.11296
C20orf24	24.35691	24.38597	23.092925
VWA9	11.75527	9.7008925	8.1184495
RP11-529E10.6	0.33137755	0.4598717	0.2633817
VWA7	1.0854987	0.7463293	1.1608815
VWA2	0.195542175	0.14827145	0.148732585
RANGAP1	22.296115	20.590755	24.494055
VWA1	4.6559255	3.3502695	3.0809835
KCNN4	0.16547045	0.31108125	0.170365
OR4F13P	0.0004367331	0.0087252315	0.00058362735
KCNN2	7.4497695	3.293968	0.79617905
KCNN1	4.7815865	2.4634325	2.5555105
RP11-439A17.10	0.003203369	0.08524479085	0.000444159215
PRKG1-AS1	0.16676557	0.18445305	0.096436475
RP11-583F2.6	12.26457	9.960235	9.5785485
RP11-583F2.5	0.001440245	9.49628e-07	0.022589125
RP11-583F2.2	0.03371518	0.09544341	0.050097285
RP11-583F2.1	4.743119	5.532304	5.01497
ISLR	0.33303575	3.275108	1.14377865
PKIG	31.99597	32.93466	20.89509
PKIA	11.57381	4.3939875	1.9395095
PKIB	12.12564	10.4347	10.738545
FABP7P2	0.2045795	0.1958526	0.0695202
FABP7P1	4.42176506e-05	0.005017199185	0.0634432495
UBAC2-AS1	0.47619025	0.13461699	0.053967585
RNU6-793P	11.12525	6.2033405	6.9710865
RP11-586K12.5	0.0034608165	0.00045464365	0.0046171605
SYNPR-AS1	0.64141705	0.35304305	0.74742615
VDAC1P5	3.6646445	4.6732525	4.816669
NIT2	10.80371	9.7084355	5.451346
NIT1	55.2611	56.869925	65.712655
RP11-527N22.2	0.0037590725	0.0006742841	0.0015268375
MIR4779	13.49274	11.78326	12.282355
VDAC1P6	10.525055	13.18057	10.76119
HCFC1R1	12.501525	19.54856	12.424255
MIR4775	5.7020025	7.328412	6.7869515
TYSND1	1.0074374	1.2488105	1.0663285
MIR4777	8.117752	9.55869	8.4219145
RP11-24N18.1	0.44619945	0.4569344	0.3700449
INO80	10.60978	9.9297655	6.9456755
CTB-118P15.2	0.0001343413	4.6136005e-05	7.032115e-05
MIR4772	13.77715	16.4135	9.4934885
VDAC1P8	2.1909695	1.947753	2.0704565
RP11-586K12.8	0.00011595955	3.00282e-05	0.00071755195
YPEL5	16.31833	23.479875	24.413285
RP11-149B9.2	0.0004675815	0.054317128	0.0016299275
CEND1	0.95067975	0.064987225	0.0274343205
ZNF667-AS1	4.816023	4.261035	3.3065955
OR7E101P	2.050784	2.885742	1.212001
AC024198.1	6.4016795	5.4003105	7.384375
KANSL1L	5.216585	3.753974	5.4172575
AC003958.2	5.651535e-06	0.000322051	4.688415e-05
AC003958.6	0.0007915305	0.0007527745	0.0106009445
RP11-158N24.1	0.000579482	1.6493435e-05	0.00030968278
AC004637.1	0.0009022315	0.00151558675	0.0007843973
RNU7-101P	22.230535	23.85328	13.609355
AIG1P1	9.605498	15.411465	9.6867725
ZNF736P4Y	0.0002646684	0.0009061365	7.91946e-05
RP11-640I15.2	0.0370236165	0.021854424	0.0399126575
CYHR1	13.946325	10.36358	8.4765275
RP11-640I15.1	0.27270765	0.20848565	0.23040725
TCEANC2	2.020391	1.745932	2.865104
HLA-F-AS1	0.17678391	0.1586516	0.4715045
RN7SL95P	0.017747505	0.0067526465	0.0045894695
TMX4	6.619648	2.5357555	4.2645955
CR1L	0.54456905	9.9282045	36.628405
AC106827.2	6.9513815	8.3829505	8.952465
RP11-222G7.2	0.0004195175	0.00202100715	1.251788e-05
NUP153	9.604392	7.276496	8.4006875
RP11-251G23.5	0.22349885	0.16862825	0.15475056
OR2F1	3.0632882e-05	8.26416e-05	4.7543029e-05
NUP155	10.530885	8.0929475	8.041277
RP11-252O18.3	2.932465	2.7774505	2.13082
RPL34P22	0.00108062445	0.004209285	0.092826088
SORCS1	0.67193475	0.08698597	0.43656405
AC108938.3	14.340715	10.672115	7.1548925
SORCS3	0.14404386	0.011374936	0.01145921
CARS2	21.260595	20.74864	13.21383
MIR200A	27.191105	11.93078	18.6479
GPKOW	4.4976705	5.6663645	4.3475545
MIR3200	5.274105	22.35612	12.23051
MIR3201	6.0361825	11.135805	14.82722
RP11-277P12.20	0.021051575	0.055537005	0.03826563
RP11-321F6.1	0.000231765	0.055169445	0.0002269715
NANOG	0.23016	1.0519361	0.14877005
RRH	0.099878235	0.0398377735	0.0081190339
OR5BT1P	0.0005149125	0.000993145365	0.0006163605
RP11-464F9.22	0.2209229	0.51268405	0.3114936
MAPK3	42.44921	107.42075	126.0729
ZNF736P12Y	1.7189295e-05	1.13056545e-06	8.6691965e-06
MAPK1	20.874575	22.62178	22.505995
MAPK6	17.885785	18.152465	21.98329
MAPK7	9.991486	7.829695	9.3634195
BCO2	1.5376145	3.21998	0.98387545
MAPK8	23.57184	18.33308	25.6495
MAPK9	10.481515	9.4343165	9.1812405
CUZD1	0.035947435	0.024944915	0.05148234
LYL1	0.5316937	7.327619	7.8911255
RPL5P14	2.918721	3.4459635	3.594135
RP11-223J15.2	0.000338144415	0.00065725155	6.1151942e-05
WI2-81516E3.1	0.00031615161425	0.00915322345	0.01659781
C1QTNF8	0.00028881295	9.55353475e-05	4.2876165e-07
RNU6-758P	7.415336	7.0779935	8.3293585
AC005943.5	0.85137505	0.17161	0.38545435
RP11-348F1.2	0.0071282905	0.12278659	0.0280291895
BCOR	8.4937745	6.7989115	12.151975
AC005943.4	0.38835725	0.33185075	0.38266295
VWA3B	0.2038257	0.17214455	0.3198824
THNSL2	4.4237305	6.4998275	3.6017645
THNSL1	1.4095555	1.2406415	1.39006
VWA3A	0.158315195	0.150165615	0.398704085
CCL11	0.000238734	0.00015962486	1.91302e-05
ZMYM6NB	4.938267	8.238357	6.662351
CCL13	0.003442485	0.002319024	0.0023822285
CCL14	0.010644827	0.018155373	0.002730822
CCL15	0.00063816497	0.000999299605	0.0007408868375
CCL16	0.13973205	0.1872867	0.2800991
CCL17	2.6280045e-06	0.0628699225	0.0043834975
CCL18	0.0025447815	0.003460115	0.004984932
CCL19	0.04139574	0.0102202775	0.0121950645
MIR320A	20.2838	9.52093	11.239855
RP11-324J13.1	136.1872	164.5816	138.4053
RN7SL147P	0.118178628	0.002188742	0.010984081
STAT5B	14.200265	15.81824	27.778915
STAT5A	4.2900675	13.227015	20.07477
RPS26P31	127.83375	174.5762	171.2604
RAC1P8	0.000262223012	0.00105959905	0.0006285115
RPS26P34	6.0852645	5.698949	6.888054
RPS26P35	6.173474	6.228348	8.2922535
RAC1P5	6.749756	10.3504145	11.946405
RAC1P4	18.01716	25.356505	41.16219
RAC1P7	0.00012764125	0.002891833	0.001854049665
RAC1P6	0.001042044	0.00145408735	7.083812e-05
RAC1P1	3.70862e-06	0.000749213347	0.00078339575
CTD-2270L9.2	0.1951277	0.106278335	0.20757795
RAC1P2	93.79537	119.711	162.2029
RNU5D-2P	6.645155	8.823853	6.9188535
C1QTNF1	2.1579105	0.3753937	0.46049915
RPL5P19	0.002020027	0.017708761	0.016627356
HNRNPA1P69	32.03346	25.63984	21.367225
RPL5P18	28.106365	35.769375	32.246785
RP5-1086L22.1	0.0003465215	1.279573e-05	0.000259363
AC002467.7	1.549632	1.0768375	0.8715255
RP11-12D5.4	0.000307177415	8.89819e-06	3.352516e-05
RP11-12D5.5	6.61684e-05	0.000345713	0.0028406505
RP11-12D5.6	0.002594598	0.001607852	0.002767556
PLEKHN1	0.5174296	0.5101802	0.58699055
RP11-12D5.2	8.4690575e-06	0.00069095045	0.020034734
RP11-12D5.3	0.00102971778	0.0099388496765	0.0003978151
SERPINA1	0.072576265	0.07061464	0.040096705
SERPINA3	0.0021823985	0.001998153	0.001177093
SERPINA4	0.020946549	0.01509299	0.009526205
SERPINA5	0.31654365	1.0154688	0.8801896
SERPINA6	0.083815995	0.020777811	0.002516927
SERPINA7	0.0057142905	0.0087753965	0.009213636
SERPINA9	0.014585944	0.007875284	0.0042025985
RNU6-696P	13.375675	8.4153485	7.679051
RP11-488L18.8	0.1488367195	0.141846415	0.34760385
RNU6-890P	5.202798	7.3993995	7.3390325
RP11-475O23.3	0.14583985	0.063651345	0.1076109
FOXRED2	3.0314045	3.401896	2.3686615
FOXRED1	14.248095	13.46781	15.03449
CREB3L1	16.361245	11.450945	17.8312
AC010226.4	0.1524501	0.37896375	0.25266775
RP11-826N14.4	0.0182472335	0.01594329069	0.012848674
RP11-123O22.1	1.507975e-05	0.0250862606	0.0001858646935
RP11-826N14.2	3.10705e-05	0.0237418432701	0.00032590985
RP11-826N14.1	0.0034636825	0.0010896615	0.0003725155
SNORA33	16.059215	11.70378	15.48812
SNORA32	8.5322555	9.2417205	10.055822
SNORA31	8.2991345	6.906624	8.2798235
SNORA30	22.229145	9.529165	12.237465
SNORA37	19.588025	7.6585345	9.977144
SNORA36	7.981611	7.6948365	10.643648
SNORA35	8.7363465	11.35609	10.523505
SNORA34	4.7364535	10.318995	6.189017
SNORA38	8.642643	12.17305	7.8080775
RP11-746M1.8	21.79263	19.348735	9.118127
AC022716.1	3.0412715	1.29094325	1.30587415
RNU6-266P	14.450645	7.550987	10.57871
OR7E102P	0.08379822885	0.08253450154	0.099347185925
RP11-711M9.1	0.07023848	0.004540766	0.0017152305
RP11-524D16__A.3	0.052288821	0.29839733	0.222652945
GAGE10	0.23592845	0.31484015	0.2351638
GAGE13	0.263063	0.3155185	0.2422243
CTD-2033A16.2	53.400485	38.930055	48.3369
CTD-2033A16.1	0.09402902	0.1626449	0.08748426
IGHV1-12	0.01507569	0.073148065	0.0052847402
SYNPO	1.2606155	3.141973	5.2663405
IGHV1-14	2.1815913e-05	0.0033262435	0.0164762151
ANP32BP2	0.00030478625	1.09542895e-05	0.000599333
CTC1	14.80445	18.92249	22.33601
IGHV1-18	0.0016911075	0.00033108237	0.005472144
AC092782.1	13.76413	7.2199855	12.218585
RP11-363H12.1	2.879691	3.039286	2.784099
ANP32D	27.655175	31.31053	35.116135
ANP32E	30.827055	15.64544	25.402895
ANP32B	80.348295	91.445015	106.8711
ANP32C	22.626715	17.254675	18.67809
ANP32A	144.65035	141.1658	138.72275
IFITM3	160.7209	461.3493	693.6378
SYNPR	0.07977508	0.073382655	0.046205925
HPSE2	0.3884862	0.0002510815	0.0078191845
RN7SL557P	0.001561212	0.0133512358	1.057643e-06
SPATA41	0.071586875	0.03147947	0.022509195
SPATA42	0.0003385686	3.662155e-05	8.27969e-06
FAM90A9P	0.022494942	0.0116504845	0.023769838
TAT	0.046004305	0.02654345	0.04639219
RP11-318G8.1	9.753112	16.35846	9.49484
RP11-318G8.2	0.48543025	0.5414947	0.22464455
RNU6-1326P	5.1860435	21.09666	5.7234915
FAM72C	11.878595	7.1145255	19.300115
THEMIS3P	1.0270175e-05	0.00026959642	3.4730565e-05
PRR23A	0.05105279	0.04051165	0.090556335
ALMS1	23.53114	11.175975	11.52889
TRAV29DV5	0.00016114389	9.8140385e-05	4.1887345e-05
PRR23B	6.790185e-07	7.040961e-05	4.64489085e-05
ATRNL1	1.090124	3.2193765	2.0153595
RP4-778K6.3	0.0033111895	0.070741854	0.044196265
PRIM1	34.62924	19.2951	24.36609
MIR30C2	20.17846	9.2505615	17.222835
MIR30C1	10.90888	15.216505	7.639285
PRIM2	9.276511	5.563646	4.909103
ALOXE3	0.014346888	0.0092383775	0.0024222585
RNU6-208P	4.536036	6.1902645	5.092918
RP11-550A18.1	0.004399741	0.00014953075	0.0001827295
RP5-855D21.3	1.610133	1.6379885	2.0594015
RP5-855D21.2	0.5685621	0.13085197	0.48482745
RP5-855D21.1	1.220493	1.8296365	1.759163
IFITM1	49.5688	121.8576	184.32395
MUC19	0.2303956	0.585887	0.40127125
MUC17	0.0014964335	0.0015881795	0.0052401505
MUC16	0.4432078545	0.01555066	0.0618140895
MUC15	0.07016588	0.4904193	0.07886259
OR51F3P	0.002032686	0.0008856835	0.00019527445
MUC13	9.851523	10.222855	8.754738
MUC12	0.6573364	2.804328	3.581287
PPP1R9B	5.4570005	12.708605	19.798515
RP11-547C5.2	0.1653843015	0.0420950885	0.15369275
RP11-547C5.1	0.01212558	0.004346197	0.011439495
OR52K1	0.0006580855	0.0170273965	0.00018387855
AC090644.1	6.010633	8.6039435	6.672647
MBTD1	9.259155	6.505755	7.6095355
SYAP1	7.291444	9.2562655	13.503565
RP11-90K17.2	0.0041124505	0.00048696515	0.0004639395
AC106753.1	6.5880375	3.68173	7.319386
GPR119	0.0011160088814	4.595775e-05	6.606405e-05
GPR116	0.073255945	11.720265	19.024185
GPR115	0.034075645	0.11201275	0.0014764115
GPR114	0.8692519	0.338029	0.51559445
GPR113	0.63185925	0.65103345	0.6622875
GPR112	0.0004523975	0.0002156155	0.000146409
CTCF	13.85802	8.954763	12.00454
HMGN1P35	78.01893	63.888025	70.87697
RASGRP2	3.0543385	21.17863	33.791985
RASGRP3	6.349582	44.11616	99.524955
MIR548F5	2.1690905	2.6682595	1.5088427
RASGRP1	1.13689415	0.4388921	0.6228889
MIR548F3	5.364108	5.207087	5.591211
MIR548F2	4.4443465	4.5345465	6.0667015
RASGRP4	0.3223465	7.1688625	8.776298
LRRN3	0.18636625	0.027336875	0.012267645
HMGN1P37	178.43675	126.4386	155.3592
AC093874.1	16.21122	14.414195	10.117126
LRRN2	2.542766	3.2805365	2.6067355
RP11-239A17.1	0.000424709	0.012631575	6.38355e-05
AL135784.1	8.785788	12.169595	6.7598215
AC108463.2	0.12296135	1.50668	2.901346
RNU2-61P	1.47314705	0.8869722	1.035157712
RP11-238I10.1	1.1826205	2.2260565	0.91565275
COX7B2	0.01859053	0.0077206565	0.05839377
HSCB	6.8258105	6.89753	7.7048605
RP11-152F13.8	1.6797745	1.602302	2.340577
AL359815.1	8.436518	6.5382455	6.2400245
AC020922.1	0.48938285	0.33822865	0.8177047
MTND4P1	0.0003663195	0.0001858191	1.171485e-07
MTND4P2	0.0018067505	0.0012430245	0.035369262085
RP11-753C18.8	90.264745	82.24698	73.987905
MTND4P4	0.00041639088165	5.094355e-06	4.467425e-05
MTND4P5	0.0005043245	0.01046185815	0.03720031086
MTND4P6	2.5276945e-05	0.003426900285	0.00403924
MTND4P7	13.93537	7.865911	8.598104
AL354936.1	7.535359	4.947571	4.711203
RNU6-1079P	6.409122	5.782563	3.9167545
MIR514B	3.092133	6.657973	6.378511
RP11-164P12.3	0.042151525	0.02058896	0.048817945
RP11-164P12.4	0.71608045	0.095846296	0.001293876
ST3GAL6-AS1	1.35018025	0.71960975	0.658792
RP1-8B22.2	0.00052714358	0.0004556225	0.0016238545
RP11-268P4.4	0.0207415305	0.0315760031	0.00029254625
RP1-8B22.1	1.06538495	0.5594135	0.054280635
LIPG	1.646762	3.6709245	4.139143
HCK	0.030110343	0.7138877	1.1368135
FIBCD1	1.6793385	1.4102025	1.7626085
RP11-100M12.1	0.000214446	0.00112336255	0.0016881748
C7orf25	0.8848076	0.74976785	0.4770169
C7orf26	9.2029355	10.920405	9.8466
RP11-100M12.2	0.023384917	0.000684704	0.003410573
RP11-557B13.1	0.0001136727	0.00307775685	6.95854735e-05
RP11-539E17.3	12.969565	11.138645	11.659955
RP11-539E17.5	8.087851e-06	9.957642e-05	0.000112817265
RN7SL422P	0.003796091	0.00154434	0.0040619465
ZNF426	2.188551	1.7695105	2.249847
ZNF425	2.837781	1.2680595	1.05012775
RP11-180C1.1	0.023745674	0.041793615	0.0578407545
ZNF420	4.023888	3.5561905	3.481822
RNU6-935P	6.417869	7.4675	5.6595
RP11-26J3.3	0.07572327	0.26779945	0.2216787
ZNF428	15.520825	15.108155	10.938695
ZNF429	5.1101105	4.12194	5.39193
RP11-542A14.1	4.732755e-05	0.00014062175	0.0009031645
AL359538.2	0.668348165	0.53395061	1.97656035
AP001058.3	0.003865708	0.069729399	0.0007932588
RN7SL788P	0.005509776	0.003971992	0.0013893665
SNORA45	8.7166995	11.87925	6.523742
CCDC181	0.8638947	0.76286335	0.66517175
CCDC180	3.45998	5.093504	5.523727
AP1AR	12.951995	9.6168785	7.820171
RP11-24C3.2	1.1189865	0.95793075	1.17881715
NEDD9	7.8991705	3.455478	2.2571795
KB-173C10.2	0.003789339	0.006251965	0.0037254615
RP11-141O11.1	1.332414e-06	0.00287868655	0.001002478215
AC022616.1	12.587875	8.928556	8.591689
P2RY14	0.05965316	0.032150105	0.003756235
NEDD1	10.36315	8.7047065	11.395135
RNU6-982P	5.955766	13.090705	8.6747135
P2RY10	0.0156098585	0.00193048	0.00050986295
P2RY11	3.6716655	1.338145	0.81293445
P2RY12	0.00216299295	0.025951655	0.002339075
P2RY13	0.00019594906	0.0010433215	4.7862945e-05
SALL4P2	0.0003971445	4.3551385e-05	5.76757565e-05
SALL4P1	0.03482786	0.02168324	0.03403862
SALL4P7	0.09764165	0.05715153	0.07004795
GARNL3	4.553015	4.796322	4.797104
SALL4P5	1.5060945e-05	0.00034477315	0.00092605215
SFR1	2.5479305	3.7906235	4.094606
RNU4-87P	3.7195035	4.702406	4.8453095
AL137190.1	1.29529711	0.139245265	0.992854245
RN7SL755P	0.0005138355	0.001857276	0.006577604
KIAA0226	3.3939	5.1158265	5.5922525
RP11-760D2.1	0.0290010275	0.0012091751	0.0002517555
RP11-760D2.7	32.67701	28.364755	34.284355
RP11-760D2.4	0.000225955245	5.604635e-05	0.00013663285
RP11-760D2.5	0.044209305	0.17027145	0.1120917
5S_rRNA	11.5264	9.1493805	5.323063
RP11-374P20.4	0.038018705	0.0326856	0.030496655
RP13-890H12.2	0.12463567	0.043213395	0.06247291
HIST2H2BB	0.7506722	0.59049015	0.73064155
UBQLN1P1	0.00012660455	1.3275355e-08	0.0007483621
TRAV31	0.001060563	0.005650996	9.170305e-05
DDHD2	28.03136	36.359655	31.13594
CTD-2302E22.4	0.12394144	0.0004107041	0.0101506635
RNU6-1024P	9.000571	13.705315	4.554279
RN7SL210P	0.0028875265	0.0008363165	0.0071216895
OR5BH1P	0.069476024	0.0594094005	0.054292265
LMOD1	3.3356695	0.2905277	0.31494155
AL450244.1	5.5952185	8.0680905	9.5181875
LMOD3	0.4799311	0.2178431	0.13338425
LMOD2	0.18894335	0.22292705	0.002591613
RP11-360O19.1	0.03368697	0.00529742785	0.02261021
RP11-360O19.4	2.3166835e-05	6.0466649e-05	0.0089260084
RP11-360O19.5	26.59832	23.06877	23.81575
RP11-349I1.2	0.0046517325	0.001165333455	0.0011171906
AC116407.2	0.08391961	0.157486135	0.4484437
AC116407.1	6.2748395	10.72869	8.5545535
RP11-159N11.3	0.001370494165	0.0009568405	8.564755e-05
OR5W2	0.0003388575	0.00011801609	1.74439395e-05
RP11-159N11.4	0.259817	0.71833075	0.54591605
RP11-492O8.1	0.002803283	0.000410683	1.74657e-05
AC015971.2	0.37892135	0.269411	0.4262646
AC015971.1	7.3059855	7.044883	7.196136
CTD-2128F4.1	7.070115e-06	0.00772684772375	0.00037778737
AC006076.1	0.00011443645	1.251009e-05	6.929755e-06
RP11-1246C19.1	0.7783752	0.59332175	0.72316275
RP11-22B23.2	0.97406095	0.64809175	0.9230193
RP11-497E19.1	0.1519516	0.076278155	0.102115615
FAM13A-AS1	0.2901063	0.30739675	0.35002035
AC061961.2	0.20887554165	0.001884887	0.0591179445
CYP2AC1P	0.0014734575	0.00036627697	0.000623632
MIR648	14.58523	19.28642	12.397695
MIR649	8.47682	10.198968	7.8532955
MIR645	31.613495	9.985886	6.806023
MIR646	8.537407	16.855965	12.60053
MIR647	17.2352	14.773275	22.160615
MIR640	10.59425	21.337615	14.37361
MIR641	10.97738	12.068265	11.87794
MIR643	9.31056	6.2276975	10.872546
LINC00391	0.0003251282	0.0001262816	1.3751355e-05
LINC00390	0.002360212345	0.001677838	0.0007542815
LINC00393	0.0135936675	0.049420115	0.012550696
LINC00392	0.00019316438	0.001549259445	0.0026094085
LINC00395	0.007919724	0.00564004	0.0035828185
